split,class,image,label_source,confidence,x_center,y_center,width,height,source
train,router,data\yolo_sws405\images\train\router_00429_home_wifi_router_with_antennas_Image_9.jpg,model_pseudo,0.9686,0.508548,0.509710,0.969034,0.920556,data\raw\routers\home_wifi_router_with_antennas_Image_9.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00430_computer_lab_desktop_computers_Image_48.jpg,model_pseudo,0.8725,0.629951,0.101262,0.037253,0.072753,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_48.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00431_office_desktop_pc_tower_and_monitor_Image_110.jpg,model_pseudo,0.2869,0.777470,0.506554,0.149058,0.119885,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_110.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00432_BenQ_interactive_flat_panel_school_Image_10.jpg,model_pseudo,0.9293,0.640078,0.484305,0.717384,0.968610,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_10.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00433_outdoor_bullet_security_camera_mounted_Image_31.jpg,model_pseudo,0.9660,0.553079,0.508016,0.886251,0.793821,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_31.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00434_indoor_dome_cctv_camera_Image_6.jpg,model_pseudo,0.8440,0.503150,0.486603,0.895939,0.956228,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_6.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00435_BenQ_interactive_flat_panel_school_Image_1.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_1.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00436_computer_lab_desktop_computers_Image_83.jpg,model_pseudo,0.9135,0.361316,0.371613,0.102865,0.144881,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_83.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00437_indoor_dome_cctv_camera_Image_102.jpg,model_pseudo,0.9506,0.509856,0.497439,0.724085,0.814028,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_102.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00438_BenQ_interactive_flat_panel_school_Image_37.jpg,model_pseudo,0.9844,0.383902,0.349400,0.486407,0.422618,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_37.jpeg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00439_outdoor_bullet_security_camera_mounted_Image_67.jpg,model_pseudo,0.9493,0.496158,0.498520,0.905237,0.419951,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_67.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00440_office_desktop_pc_tower_and_monitor_Image_97.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_97.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00441_outdoor_bullet_security_camera_mounted_Image_8.jpg,model_pseudo,0.9586,0.362648,0.472395,0.199438,0.165747,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_8.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00442_indoor_dome_cctv_camera_Image_105.jpg,model_pseudo,0.8398,0.508591,0.499378,0.862274,0.947535,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_105.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00443_outdoor_bullet_security_camera_mounted_Image_24.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_24.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00444_indoor_dome_cctv_camera_Image_82.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_82.jpg
train,router,data\yolo_sws405\images\train\router_00445_Image_25.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_25.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00446_office_desktop_pc_tower_and_monitor_Image_10.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_10.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00447_indoor_dome_cctv_camera_Image_18.jpg,model_pseudo,0.9741,0.498338,0.501224,0.743750,0.685048,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_18.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00448_computer_lab_desktop_computers_Image_26.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_26.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00449_Promethean_interactive_display_classroom_Image_29.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_29.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00450_office_desktop_pc_tower_and_monitor_Image_14.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_14.jpeg
train,smart_board,data\yolo_sws405\images\train\smart_board_00451_Promethean_interactive_display_classroom_Image_49.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_49.webp
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00452_office_desktop_pc_tower_and_monitor_Image_62.jpg,model_pseudo,0.8904,0.788767,0.545303,0.112481,0.211585,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_62.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00453_Promethean_interactive_display_classroom_Image_54.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_54.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00454_office_desktop_pc_tower_and_monitor_Image_15.jpg,model_pseudo,0.9300,0.398849,0.461321,0.387296,0.473230,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_15.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00455_indoor_dome_cctv_camera_Image_93.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_93.jpg
train,router,data\yolo_sws405\images\train\router_00456_Image_13.jpg,model_pseudo,0.8160,0.495160,0.537871,0.984506,0.369004,data\raw\routers\Image_13.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00457_Clevertouch_board_meeting_room_Image_54.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_54.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00458_BenQ_interactive_flat_panel_school_Image_25.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_25.jpeg
train,router,data\yolo_sws405\images\train\router_00459_Image_8.jpg,model_pseudo,0.9229,0.535421,0.427203,0.635081,0.654954,data\raw\routers\Image_8.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00460_office_desktop_pc_tower_and_monitor_Image_86.jpg,model_pseudo,0.8624,0.767788,0.432495,0.058178,0.081891,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_86.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00461_Promethean_interactive_display_classroom_Image_56.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_56.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00462_Clevertouch_board_meeting_room_Image_26.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_26.jpg
train,router,data\yolo_sws405\images\train\router_00463_home_wifi_router_with_antennas_Image_15.jpg,model_pseudo,0.9269,0.334413,0.607473,0.519813,0.537557,data\raw\routers\home_wifi_router_with_antennas_Image_15.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00464_Image_11.jpg,model_pseudo,0.9123,0.481498,0.284154,0.183746,0.207937,data\raw\desktop_pcs\Image_11.jpg
train,router,data\yolo_sws405\images\train\router_00465_home_wifi_router_with_antennas_Image_81.jpg,model_pseudo,0.9490,0.471928,0.479980,0.436566,0.735015,data\raw\routers\home_wifi_router_with_antennas_Image_81.jpeg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00466_computer_lab_desktop_computers_Image_33.jpg,model_pseudo,0.9080,0.409578,0.601622,0.149871,0.286654,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_33.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00467_computer_lab_desktop_computers_Image_76.jpg,model_pseudo,0.9541,0.852771,0.284797,0.294457,0.517206,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_76.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00468_office_desktop_pc_tower_and_monitor_Image_92.jpg,model_pseudo,0.5755,0.545015,0.547379,0.094342,0.155982,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_92.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00469_indoor_dome_cctv_camera_Image_10.jpg,model_pseudo,0.9613,0.496949,0.507970,0.813107,0.703875,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_10.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00470_Image_3.jpg,model_pseudo,0.9030,0.516154,0.525674,0.848737,0.875287,data\raw\desktop_pcs\Image_3.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00471_outdoor_bullet_security_camera_mounted_Image_25.jpg,model_pseudo,0.8663,0.500619,0.498246,0.960473,0.811406,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_25.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00472_SMART_Technologies_board_office_Image_9.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_9.png
train,router,data\yolo_sws405\images\train\router_00473_Image_56.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_56.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00474_outdoor_bullet_security_camera_mounted_Image_76.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_76.jpg
train,router,data\yolo_sws405\images\train\router_00475_home_wifi_router_with_antennas_Image_43.jpg,model_pseudo,0.9122,0.495404,0.434151,0.815064,0.560216,data\raw\routers\home_wifi_router_with_antennas_Image_43.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00476_office_desktop_pc_tower_and_monitor_Image_96.jpg,model_pseudo,0.5086,0.354883,0.565100,0.065174,0.082917,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_96.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00477_Clevertouch_board_meeting_room_Image_43.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_43.jpg
train,router,data\yolo_sws405\images\train\router_00478_Image_106.jpg,model_pseudo,0.8538,0.654818,0.500000,0.662520,1.000000,data\raw\routers\Image_106.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00479_indoor_dome_cctv_camera_Image_71.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_71.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00480_office_desktop_pc_tower_and_monitor_Image_21.jpg,model_pseudo,0.9534,0.587225,0.486938,0.366696,0.348399,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_21.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00481_BenQ_interactive_flat_panel_school_Image_46.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_46.jpg
train,router,data\yolo_sws405\images\train\router_00482_Image_89.jpg,model_pseudo,0.4762,0.498639,0.424911,0.995936,0.849823,data\raw\routers\Image_89.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00483_outdoor_bullet_security_camera_mounted_Image_18.jpg,model_pseudo,0.9541,0.508219,0.500440,0.912209,0.658420,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_18.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00484_Image_1.jpg,model_pseudo,0.9583,0.490165,0.407655,0.364893,0.542332,data\raw\desktop_pcs\Image_1.jpg
train,router,data\yolo_sws405\images\train\router_00485_Image_54.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_54.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00486_Clevertouch_board_meeting_room_Image_28.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_28.jpeg
train,smart_board,data\yolo_sws405\images\train\smart_board_00487_Promethean_interactive_display_classroom_Image_1.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_1.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00488_computer_lab_desktop_computers_Image_47.jpg,model_pseudo,0.9237,0.116678,0.573226,0.046360,0.120960,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_47.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00489_outdoor_bullet_security_camera_mounted_Image_100.jpg,model_pseudo,0.8900,0.543072,0.413502,0.887337,0.316581,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_100.jpg
train,router,data\yolo_sws405\images\train\router_00490_Image_64.jpg,model_pseudo,0.9592,0.526459,0.385291,0.658108,0.645746,data\raw\routers\Image_64.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00491_office_desktop_pc_tower_and_monitor_Image_43.jpg,model_pseudo,0.7277,0.336656,0.476561,0.034500,0.090129,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_43.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00492_computer_lab_desktop_computers_Image_5.jpg,model_pseudo,0.7238,0.280132,0.386113,0.193592,0.753645,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_5.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00493_office_desktop_pc_tower_and_monitor_Image_72.jpg,model_pseudo,0.9345,0.484169,0.536854,0.208422,0.160278,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_72.webp
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00494_indoor_dome_cctv_camera_Image_31.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_31.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00495_office_desktop_pc_tower_and_monitor_Image_99.jpg,model_pseudo,0.8879,0.382375,0.220624,0.195201,0.432259,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_99.jpg
train,router,data\yolo_sws405\images\train\router_00496_home_wifi_router_with_antennas_Image_49.jpg,model_pseudo,0.9412,0.512289,0.495496,0.730228,0.835795,data\raw\routers\home_wifi_router_with_antennas_Image_49.jpg
train,router,data\yolo_sws405\images\train\router_00497_home_wifi_router_with_antennas_Image_21.jpg,model_pseudo,0.9154,0.513121,0.722806,0.613275,0.318109,data\raw\routers\home_wifi_router_with_antennas_Image_21.jpg
train,router,data\yolo_sws405\images\train\router_00498_home_wifi_router_with_antennas_Image_8.jpg,model_pseudo,0.9538,0.518649,0.512892,0.565071,0.789904,data\raw\routers\home_wifi_router_with_antennas_Image_8.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00499_outdoor_bullet_security_camera_mounted_Image_84.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_84.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00500_office_desktop_pc_tower_and_monitor_Image_37.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_37.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00501_office_desktop_pc_tower_and_monitor_Image_18.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_18.jpg
train,router,data\yolo_sws405\images\train\router_00502_Image_83.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_83.jpg
train,router,data\yolo_sws405\images\train\router_00503_Image_43.jpg,model_pseudo,0.8719,0.501319,0.500000,0.990996,1.000000,data\raw\routers\Image_43.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00504_computer_lab_desktop_computers_Image_27.jpg,model_pseudo,0.9072,0.616331,0.320925,0.073418,0.267249,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_27.JPG
train,router,data\yolo_sws405\images\train\router_00505_home_wifi_router_with_antennas_Image_90.jpg,model_pseudo,0.8715,0.469858,0.513001,0.900198,0.901055,data\raw\routers\home_wifi_router_with_antennas_Image_90.jpg
train,router,data\yolo_sws405\images\train\router_00506_home_wifi_router_with_antennas_Image_52.jpg,model_pseudo,0.9404,0.384794,0.468644,0.723181,0.671543,data\raw\routers\home_wifi_router_with_antennas_Image_52.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00507_office_desktop_pc_tower_and_monitor_Image_31.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_31.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00508_office_desktop_pc_tower_and_monitor_Image_35.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_35.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00509_Promethean_interactive_display_classroom_Image_43.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_43.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00510_indoor_dome_cctv_camera_Image_40.jpg,model_pseudo,0.3712,0.540975,0.496258,0.541895,0.467047,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_40.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00511_BenQ_interactive_flat_panel_school_Image_41.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_41.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00512_outdoor_bullet_security_camera_mounted_Image_70.jpg,model_pseudo,0.8578,0.525711,0.485363,0.679043,0.816769,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_70.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00513_office_desktop_pc_tower_and_monitor_Image_44.jpg,model_pseudo,0.8804,0.449827,0.452386,0.113156,0.165403,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_44.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00514_BenQ_interactive_flat_panel_school_Image_16.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_16.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00515_computer_lab_desktop_computers_Image_82.jpg,model_pseudo,0.8947,0.928635,0.438708,0.057396,0.108335,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_82.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00516_computer_lab_desktop_computers_Image_17.jpg,model_pseudo,0.8394,0.574559,0.493042,0.038709,0.052979,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_17.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00517_computer_lab_desktop_computers_Image_18.jpg,model_pseudo,0.9056,0.915501,0.362794,0.051850,0.101235,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_18.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00518_outdoor_bullet_security_camera_mounted_Image_33.jpg,model_pseudo,0.9943,0.575668,0.541642,0.472466,0.580767,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_33.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00519_outdoor_bullet_security_camera_mounted_Image_6.jpg,model_pseudo,0.9843,0.513287,0.493044,0.599268,0.866107,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_6.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00520_indoor_dome_cctv_camera_Image_101.jpg,model_pseudo,0.9368,0.494743,0.499366,0.863957,0.866700,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_101.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00521_outdoor_bullet_security_camera_mounted_Image_5.jpg,model_pseudo,0.7193,0.275760,0.442034,0.510181,0.863970,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_5.jpg
train,router,data\yolo_sws405\images\train\router_00522_Image_27.jpg,model_pseudo,0.9589,0.184392,0.426790,0.348373,0.509143,data\raw\routers\Image_27.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00523_SMART_Technologies_board_office_Image_12.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_12.jpg
train,router,data\yolo_sws405\images\train\router_00524_home_wifi_router_with_antennas_Image_110.jpg,model_pseudo,0.9728,0.493516,0.487782,0.434488,0.719231,data\raw\routers\home_wifi_router_with_antennas_Image_110.jpg
train,router,data\yolo_sws405\images\train\router_00525_Image_5.jpg,model_pseudo,0.9328,0.531016,0.670763,0.811107,0.280328,data\raw\routers\Image_5.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00526_computer_lab_desktop_computers_Image_75.jpg,model_pseudo,0.9344,0.260238,0.321620,0.154701,0.628190,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_75.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00527_BenQ_interactive_flat_panel_school_Image_53.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_53.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00528_BenQ_interactive_flat_panel_school_Image_55.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_55.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00529_outdoor_bullet_security_camera_mounted_Image_54.jpg,model_pseudo,0.9889,0.509368,0.506475,0.970878,0.865751,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_54.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00530_computer_lab_desktop_computers_Image_53.jpg,model_pseudo,0.9508,0.635099,0.590796,0.236757,0.462416,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_53.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00531_indoor_dome_cctv_camera_Image_28.jpg,model_pseudo,0.9694,0.512824,0.498991,0.871172,0.881913,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_28.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00532_indoor_dome_cctv_camera_Image_75.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_75.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00533_computer_lab_desktop_computers_Image_14.jpg,model_pseudo,0.9426,0.706120,0.548155,0.296453,0.652327,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_14.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00534_Promethean_interactive_display_classroom_Image_38.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_38.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00535_Promethean_interactive_display_classroom_Image_12.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_12.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00536_office_desktop_pc_tower_and_monitor_Image_101.jpg,model_pseudo,0.9128,0.483259,0.592956,0.209120,0.257125,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_101.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00537_outdoor_bullet_security_camera_mounted_Image_101.jpg,model_pseudo,0.9567,0.509514,0.523556,0.865942,0.375404,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_101.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00538_outdoor_bullet_security_camera_mounted_Image_68.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_68.webp
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00539_indoor_dome_cctv_camera_Image_70.jpg,model_pseudo,0.9080,0.508072,0.506880,0.669303,0.897987,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_70.jpg
train,router,data\yolo_sws405\images\train\router_00540_Image_92.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_92.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00541_office_desktop_pc_tower_and_monitor_Image_38.jpg,model_pseudo,0.9339,0.282532,0.562032,0.138538,0.125300,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_38.jpg
train,router,data\yolo_sws405\images\train\router_00542_home_wifi_router_with_antennas_Image_11.jpg,model_pseudo,0.8997,0.546928,0.476272,0.829966,0.814498,data\raw\routers\home_wifi_router_with_antennas_Image_11.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00543_outdoor_bullet_security_camera_mounted_Image_39.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_39.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00544_indoor_dome_cctv_camera_Image_63.jpg,model_pseudo,0.9675,0.569049,0.248738,0.267505,0.361580,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_63.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00545_office_desktop_pc_tower_and_monitor_Image_39.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_39.jpg
train,router,data\yolo_sws405\images\train\router_00546_Image_86.jpg,model_pseudo,0.8057,0.501936,0.639325,0.981848,0.660415,data\raw\routers\Image_86.png
